date,pm25
14-04-2018 08:00,308
14-04-2018 09:00,326
14-04-2018 10:00,277
14-04-2018 11:00,96
14-04-2018 12:00,45
14-04-2018 13:00,11
14-04-2018 14:00,79.26666667
14-04-2018 15:00,4
14-04-2018 16:00,12
14-04-2018 17:00,19
14-04-2018 18:00,17
14-04-2018 19:00,42
14-04-2018 20:00,46
14-04-2018 21:00,61
14-04-2018 22:00,100
14-04-2018 23:00,160
15-04-2018 00:00,234
15-04-2018 01:00,187
15-04-2018 02:00,183
15-04-2018 03:00,204
15-04-2018 04:00,321
15-04-2018 05:00,301
15-04-2018 06:00,326
15-04-2018 07:00,356
15-04-2018 08:00,345
15-04-2018 09:00,316
15-04-2018 10:00,175
15-04-2018 11:00,141
15-04-2018 12:00,27
15-04-2018 13:00,9
15-04-2018 14:00,8
15-04-2018 15:00,19
15-04-2018 16:00,36
15-04-2018 17:00,39
15-04-2018 18:00,34
15-04-2018 19:00,50
15-04-2018 20:00,55
15-04-2018 21:00,63
15-04-2018 22:00,110
15-04-2018 23:00,88
16-04-2018 00:00,118
16-04-2018 01:00,180
16-04-2018 02:00,278
16-04-2018 03:00,278.75
16-04-2018 04:00,287.75
16-04-2018 05:00,289.4666667
16-04-2018 06:00,272.5
16-04-2018 07:00,293
16-04-2018 08:00,239.875
16-04-2018 09:00,213.6875
16-04-2018 10:00,195.125
16-04-2018 11:00,168
16-04-2018 12:00,129.4
16-04-2018 13:00,97.78571429
16-04-2018 14:00,90.85714286
16-04-2018 15:00,87.06666667
16-04-2018 16:00,87.73333333
16-04-2018 17:00,69.5
16-04-2018 18:00,96
16-04-2018 19:00,117.9411765
16-04-2018 20:00,137.7058824
16-04-2018 21:00,162.2941176
16-04-2018 22:00,198.8823529
16-04-2018 23:00,225.2352941
17-04-2018 00:00,234.1176471
17-04-2018 01:00,239.0588235
17-04-2018 02:00,262.7647059
17-04-2018 03:00,281.9375
17-04-2018 04:00,296.875
17-04-2018 05:00,296
17-04-2018 06:00,298.0625
17-04-2018 07:00,324.0666667
17-04-2018 08:00,257.5625
17-04-2018 09:00,219
17-04-2018 10:00,201.6875
17-04-2018 11:00,172.9375
17-04-2018 12:00,145.0666667
17-04-2018 13:00,110.6666667
17-04-2018 14:00,106.3333333
17-04-2018 15:00,107.7333333
17-04-2018 16:00,114.4285714
17-04-2018 17:00,86.66666667
17-04-2018 18:00,112.4666667
17-04-2018 19:00,125.75
17-04-2018 20:00,154.4117647
17-04-2018 21:00,176.8235294
17-04-2018 22:00,215.4117647
17-04-2018 23:00,229.8235294
18-04-2018 00:00,227.4705882
18-04-2018 01:00,240.5625
18-04-2018 02:00,270.4375
18-04-2018 03:00,295.0666667
18-04-2018 04:00,307.5333333
18-04-2018 05:00,292.6428571
18-04-2018 06:00,310.5333333
18-04-2018 07:00,339.2142857
18-04-2018 08:00,262.3333333
18-04-2018 09:00,218.0666667
18-04-2018 10:00,220.8666667
18-04-2018 11:00,191.8
18-04-2018 12:00,150.2
18-04-2018 13:00,118.1333333
18-04-2018 14:00,120.7333333
18-04-2018 15:00,123.0666667
18-04-2018 16:00,119.3571429
18-04-2018 17:00,24
18-04-2018 18:00,9
18-04-2018 19:00,27
18-04-2018 20:00,26
18-04-2018 21:00,55
18-04-2018 22:00,81
18-04-2018 23:00,81
19-04-2018 00:00,79
19-04-2018 01:00,84
19-04-2018 02:00,88
19-04-2018 03:00,144
19-04-2018 04:00,125
19-04-2018 05:00,124
19-04-2018 06:00,211
19-04-2018 07:00,303
19-04-2018 08:00,242
19-04-2018 09:00,111
19-04-2018 10:00,132
19-04-2018 11:00,70
19-04-2018 12:00,53
19-04-2018 13:00,47
19-04-2018 14:00,54
19-04-2018 15:00,61
19-04-2018 16:00,66
19-04-2018 17:00,33
19-04-2018 18:00,40
19-04-2018 19:00,29
19-04-2018 20:00,57
19-04-2018 21:00,57
19-04-2018 22:00,75
19-04-2018 23:00,89
20-04-2018 00:00,92
